linha;produto;tamanho;ingredientes;modo de preparo;observacoes;imagem
Milk Shakes Especiais;Ouro Branco;500ml;"Recheio Variegato Bombom Vabene; Sorvete misto; Leite; Bombom Ouro Branco";Decore o copo com o recheio Variegato Bombom Vabene (medidas por tamanho). Coloque o leite até a marcação, acrescente o sorvete e misture no batedor. Complete e misture novamente. Finalize com 1 bombom Ouro Branco cortado ao meio.;;ouro_branco.jpg
Milk Shakes Especiais;Ouro Branco;700ml;"Recheio Variegato Bombom Vabene; Sorvete misto; Leite; Bombom Ouro Branco";Decore o copo com o recheio Variegato Bombom Vabene (medidas por tamanho). Coloque o leite até a marcação, acrescente o sorvete e misture no batedor. Complete e misture novamente. Finalize com 1 bombom Ouro Branco cortado ao meio.;;ouro_branco.jpg
Milk Shakes Especiais;Sonho de Valsa;250ml;"Recheio Variegato Bombom Vabene; Sorvete de baunilha; Leite; Bombom Sonho de Valsa; Castanha de caju crua";Decore o copo com o recheio Variegato Bombom Vabene (medidas por tamanho). Coloque o leite até a marcação, acrescente o sorvete e misture no batedor. Complete com mais sorvete e misture novamente. Finalize com 25% da medida D de castanha de caju e 1 bombom Sonho de Valsa cortado ao meio.;;sonho_de_valsa.jpg
Milk Shakes Especiais;Sonho de Valsa;400ml;"Recheio Variegato Bombom Vabene; Sorvete de baunilha; Leite; Bombom Sonho de Valsa; Castanha de caju crua";Decore o copo com o recheio Variegato Bombom Vabene (medidas por tamanho). Coloque o leite até a marcação, acrescente o sorvete e misture no batedor. Complete com mais sorvete e misture novamente. Finalize com 25% da medida D de castanha de caju e 1 bombom Sonho de Valsa cortado ao meio.;;sonho_de_valsa.jpg
Milk Shakes Especiais;Sonho de Valsa;500ml;"Recheio Variegato Bombom Vabene; Sorvete de baunilha; Leite; Bombom Sonho de Valsa; Castanha de caju crua";Decore o copo com o recheio Variegato Bombom Vabene (medidas por tamanho). Coloque o leite até a marcação, acrescente o sorvete e misture no batedor. Complete com mais sorvete e misture novamente. Finalize com 25% da medida D de castanha de caju e 1 bombom Sonho de Valsa cortado ao meio.;;sonho_de_valsa.jpg
Milk Shakes Especiais;Sonho de Valsa;700ml;"Recheio Variegato Bombom Vabene; Sorvete de baunilha; Leite; Bombom Sonho de Valsa; Castanha de caju crua";Decore o copo com o recheio Variegato Bombom Vabene (medidas por tamanho). Coloque o leite até a marcação, acrescente o sorvete e misture no batedor. Complete com mais sorvete e misture novamente. Finalize com 25% da medida D de castanha de caju e 1 bombom Sonho de Valsa cortado ao meio.;;sonho_de_valsa.jpg
Milk Shakes Especiais;Laka;250ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco e o sorvete; bata até homogeneizar; finalize com um fio de ganache.";;laka.jpg
Milk Shakes Especiais;Laka;400ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco e o sorvete; bata até homogeneizar; finalize com um fio de ganache.";;laka.jpg
Milk Shakes Especiais;Laka;500ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco e o sorvete; bata até homogeneizar; finalize com um fio de ganache.";;laka.jpg
Milk Shakes Especiais;Laka;700ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco e o sorvete; bata até homogeneizar; finalize com um fio de ganache.";;laka.jpg
Milk Shakes Especiais;Laka Oreo;250ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite; Mini Oreo";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco, o sorvete e mini Oreo triturado; bata até homogeneizar; finalize com Oreo por cima.";;laka_oreo.jpg
Milk Shakes Especiais;Laka Oreo;400ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite; Mini Oreo";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco, o sorvete e mini Oreo triturado; bata até homogeneizar; finalize com Oreo por cima.";;laka_oreo.jpg
Milk Shakes Especiais;Laka Oreo;500ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite; Mini Oreo";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco, o sorvete e mini Oreo triturado; bata até homogeneizar; finalize com Oreo por cima.";;laka_oreo.jpg
Milk Shakes Especiais;Laka Oreo;700ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Leite; Mini Oreo";"Adicione leite até a marcação; acrescente o recheio ganache chocolate branco, o sorvete e mini Oreo triturado; bata até homogeneizar; finalize com Oreo por cima.";;laka_oreo.jpg
Milk Shakes Especiais;Brownie;250ml;"Recheio Brownie; Sorvete de chocolate; Leite";"Adicione leite até a marcação; acrescente o recheio brownie e o sorvete de chocolate; bata; finalize com 1/2 concha de recheio brownie.";;brownie.jpg
Milk Shakes Especiais;Brownie;400ml;"Recheio Brownie; Sorvete de chocolate; Leite";"Adicione leite até a marcação; acrescente o recheio brownie e o sorvete de chocolate; bata; finalize com 1/2 concha de recheio brownie.";;brownie.jpg
Milk Shakes Especiais;Brownie;500ml;"Recheio Brownie; Sorvete de chocolate; Leite";"Adicione leite até a marcação; acrescente o recheio brownie e o sorvete de chocolate; bata; finalize com 1/2 concha de recheio brownie.";;brownie.jpg
Milk Shakes Especiais;Brownie;700ml;"Recheio Brownie; Sorvete de chocolate; Leite";"Adicione leite até a marcação; acrescente o recheio brownie e o sorvete de chocolate; bata; finalize com 1/2 concha de recheio brownie.";;brownie.jpg
Milk Shakes Especiais;Pão de Mel;250ml;"Recheio Pão de Mel; Sorvete misto; Leite";"Adicione leite até a marcação; acrescente o recheio pão de mel e o sorvete misto; bata; finalize com um fio do recheio.";;pao_de_mel.jpg
Milk Shakes Especiais;Pão de Mel;400ml;"Recheio Pão de Mel; Sorvete misto; Leite";"Adicione leite até a marcação; acrescente o recheio pão de mel e o sorvete misto; bata; finalize com um fio do recheio.";;pao_de_mel.jpg
Milk Shakes Especiais;Pão de Mel;500ml;"Recheio Pão de Mel; Sorvete misto; Leite";"Adicione leite até a marcação; acrescente o recheio pão de mel e o sorvete misto; bata; finalize com um fio do recheio.";;pao_de_mel.jpg
Milk Shakes Especiais;Pão de Mel;700ml;"Recheio Pão de Mel; Sorvete misto; Leite";"Adicione leite até a marcação; acrescente o recheio pão de mel e o sorvete misto; bata; finalize com um fio do recheio.";;pao_de_mel.jpg
Mix Chocolate;Mix Suflair;240ml;"Sorvete de baunilha; Cobertura de chocolate; Suflair em pedaços";"Monte em camadas de sorvete e Suflair; finalize com cobertura de chocolate.";;mix_suflair.jpg
Mix Chocolate;Mix KitKat;240ml;"Sorvete de baunilha; Cobertura de chocolate; KitKat picado";"Monte em camadas de sorvete e KitKat; finalize com cobertura de chocolate.";;mix_kitkat.jpg
Mix Chocolate;Mix Ovomaltine;240ml;"Sorvete de baunilha; Cobertura de chocolate; Ovomaltine";"Monte em camadas de sorvete e Ovomaltine; finalize com cobertura de chocolate.";;mix_ovomaltine.jpg
Mix Kids;Mix Fini;240ml;"Sorvete; Cobertura de morango; Balas Fini";"Metade do pote com sorvete; 1 concha de cobertura; complete com sorvete; finalize com 1/2 concha e balas Fini por cima.";;mix_fini.jpg
Mix Kids;Mix Merengue;240ml;"Sorvete; Cobertura de morango; Mini suspiro";"Metade do pote com sorvete; 1 concha de cobertura + mini suspiro picado; complete com sorvete; finalize com 1/2 concha e mini suspiro por cima.";;mix_merengue.jpg
Mix Kids;Mix Algodão Doce;240ml;;;A preencher depois;mix_algodao_doce.jpg
Mix Kids;Mix Brigadeiro;240ml;;;A preencher depois;mix_brigadeiro.jpg
Mix Kids;Mix Confeti;240ml;;;A preencher depois;mix_confeti.jpg
Mix Fruta;Mix Fruta Morango;240ml;"Sorvete de baunilha; Cobertura de morango";"Coloque sorvete no pote fazendo bico; finalize com 1 concha de cobertura de morango em volta do bico.";;mix_fruta_morango.jpg
Mix Fruta;Mix Fruta Maracujá;240ml;"Sorvete de baunilha; Cobertura de maracujá";"Coloque sorvete no pote fazendo bico; finalize com 1 concha de cobertura de maracujá em volta do bico.";;mix_fruta_maracujá.jpg
Mix Fruta;Mix Fruta Framboesa;240ml;"Sorvete de baunilha; Cobertura de framboesa";"Coloque sorvete no pote fazendo bico; finalize com 1 concha de cobertura de framboesa em volta do bico.";;mix_fruta_framboesa.jpg
Mix Fruta;Mix Fruta Amora;240ml;"Sorvete de baunilha; Cobertura de amora";"Coloque sorvete no pote fazendo bico; finalize com 1 concha de cobertura de amora em volta do bico.";;mix_fruta_amora.jpg
Mix Fruta;Mix Fruta Abacaxi;240ml;"Sorvete de baunilha; Cobertura de abacaxi";"Coloque sorvete no pote fazendo bico; finalize com 1 concha de cobertura de abacaxi em volta do bico.";;mix_fruta_abacaxi.jpg
Mix Twist;Mix Twist Banana c/ Farinha Láctea e Doce de Leite;320ml / 330ml;"Sorvete de baunilha; Banana em pedaços; Farinha láctea (medida D); Cobertura de doce de leite";"Coloque um pouco de sorvete; adicione banana, 1 bombada de doce de leite e 1 medida D de farinha láctea; misture levemente; repita até encher; finalize com farinha láctea (medida D) e banana por cima.";;mix_twist_banana_farlactea.jpg
Mix Twist;Mix Twist Confeti Trufado;320ml / 330ml;"Sorvete de baunilha; Disquete (confeti) medida D; Creme trufado";"Coloque um pouco de sorvete; 1 medida D de confeti; 1 bombada de creme trufado; misture levemente; repita até encher; finalize com confeti (medida D).";;mix_twist_confeti_trufado.jpg
Mix Twist;Mix Twist Maracujá Trufado;320ml / 330ml;"Sorvete de baunilha; Cobertura de maracujá; Creme trufado";"Coloque um pouco de sorvete; 1 concha de cobertura de maracujá; 1 bombada de creme trufado; misture levemente; repita até encher; finalize com 1/2 concha de maracujá.";;mix_twist_maracuja_trufado.jpg
Mix Twist;Mix Twist Morango Trufado;320ml / 330ml;"Sorvete de baunilha; Cobertura de morango; Creme trufado";"Coloque um pouco de sorvete; 1 concha de cobertura de morango; 1 bombada de creme trufado; misture levemente; repita até encher; finalize com 1/2 concha de morango.";;mix_twist_morango_trufado.jpg
Mix Twist;Mix Twist Morango e Sucrilhos;320ml / 330ml;"Sorvete de baunilha; Cobertura de morango; Sucrilhos (medida D)";"Coloque um pouco de sorvete; 1 concha de cobertura de morango; 1 medida D de sucrilhos; misture levemente; repita até encher; finalize com sucrilhos por cima (medida D).";;mix_twist_morango_sucrilhos.jpg
Mix Twist;Mix Twist Sucrilhos Trufado;320ml / 330ml;"Sorvete de baunilha; Creme trufado; Sucrilhos (medida D)";"Coloque um pouco de sorvete; 1 bombada de creme trufado; 1 medida D de sucrilhos; misture levemente; repita até encher; finalize com sucrilhos (medida D).";;mix_twist_sucrilhos_trufado.jpg
Mix Twist;Mix Twist Negresco e Doce de Leite;320ml / 330ml;"Sorvete de baunilha; Negresco (medida D); Cobertura de doce de leite";"Coloque um pouco de sorvete; 1 bombada de doce de leite; 1 medida D de negresco; misture levemente; repita até encher; finalize com negresco (medida D).";;mix_twist_negresco_doceleite.jpg
Mix Twist;Mix Twist Negresco Trufado;320ml / 330ml;"Sorvete de baunilha; Negresco (medida D); Creme trufado";"Coloque um pouco de sorvete; 1 bombada de creme trufado; 1 medida D de negresco; misture levemente; repita; finalize com negresco (medida D).";;mix_twist_negresco_trufado.jpg
Mix Twist;Mix Twist Ovomaltine Trufado;320ml / 330ml;"Sorvete de baunilha; Ovomaltine (medida D); Creme trufado";"Coloque um pouco de sorvete; 1 medida D de Ovomaltine; 1 bombada de creme trufado; misture levemente; repita; finalize com Ovomaltine (medida D).";;mix_twist_ovomaltine_trufado.jpg
Mix Twist;Mix Twist Ninho Trufado;320ml / 330ml;"Sorvete de baunilha; Leite Ninho (medida D); Creme trufado (1/2 bombada)";"Coloque um pouco de sorvete; 1 medida D de leite ninho; 1/2 bombada de creme trufado; misture levemente; repita; finalize com leite ninho (medida D).";;mix_twist_ninho_trufado.jpg
Mix Twist;Mix Twist Laka Oreo;320ml / 330ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete de baunilha; Mini Oreo";"Coloque um pouco de sorvete; 1 concha de ganache branco; 2 mini Oreo trituradas; misture levemente; complete com sorvete; mais 1 concha; misture; decore com 6 mini Oreo.";;mix_twist_laka_oreo.jpg
Mix Twist;Mix Twist Ouro Branco;320ml / 330ml;"Recheio Ganache Chocolate Branco Vabene; Sorvete misto; Bombom Ouro Branco";"Coloque um pouco de sorvete; 1 concha de ganache branco; misture; complete; mais 1 concha; misture; decore com 1 bombom em 4 partes.";;mix_twist_ouro_branco.jpg
Mix Twist;Mix Twist Sonho de Valsa;320ml / 330ml;"Recheio Variegato Bombom Vabene; Sorvete de baunilha; Bombom Sonho de Valsa";"Coloque um pouco de sorvete; 1 concha de variegato; misture; complete; mais 1 concha; misture; decore com bombom em 4 partes.";;mix_twist_sonho_valsa.jpg
Mix Twist;Mix Twist Pistache;320ml / 330ml;"Sorvete de baunilha; Creme de pistache; Castanha de caju crua";"Preencha o pote até a metade com sorvete; adicione 1 concha de creme de pistache e misture até ficar homogêneo; conclua repetindo o processo; finalize com 1 medida D de castanha de caju por cima do sorvete.";;mix_twist_pistache.jpg
Açaí;Casquinha de Açaí;Casquinha;"Açaí; Granola";"Pegue a casquinha; coloque o açaí fazendo bico; finalize com granola (1 medida D) ao redor.";;acai_casquinha.jpg
Açaí;Açaí Sundae;175ml / 270ml;"Açaí; Cobertura desejada (ou leite condensado)";"Decore o copo com a cobertura desejada; coloque o açaí fazendo bico; finalize decorando com a cobertura escolhida ou granola.";;acai_sundae.jpg
Açaí;Açaí Shake;250ml / 400ml / 500ml / 700ml;"Açaí; Cobertura escolhida (abacaxi, amora, framboesa, maracujá, morango, limão) ou leite condensado";"Coloque o açaí no copo; adicione as conchas de cobertura de fruta escolhida (ou leite condensado); misture com o batedor.";;acai_shake.jpg
Açaí;Açaí no Pote;240ml / Cestinha;"Açaí; Cobertura desejada; Frutas opcionais (banana, morango, manga, uva, kiwi)";"Coloque o açaí no pote fazendo bico; acrescente a fruta cortada; finalize com a cobertura escolhida.";;acai_pote.jpg
Sundae / Big Sundae;Sundae de Pistache;175ml / 270ml;"Sorvete de baunilha; Creme de pistache; Castanha de caju crua; Biju";"Coloque o sorvete no copo fazendo bico; finalize com 1 concha de creme de pistache, 1 medida D de castanha de caju e 1 biju.";Big Sundae: 2 conchas de creme e 2 bijus.;sundae_pistache.jpg
Nacho;Nacho Pistache;Único;"Sorvete de baunilha; Creme de pistache; Castanha de caju crua; Biscoito Marvi";"Coloque 3 voltas de sorvete na embalagem formando um bico; posicione 5 biscoitos Marvi ao redor; finalize com 1 concha de creme de pistache em volta do sorvete e 1 medida D de castanha de caju sobre o sorvete.";;nacho_pistache.jpg
